Time::Relative Time!!R,Markers::Markers,Channel1_R1_Area::EGFP_R1_Area!!R,Channel1_R1_IntensityMean::EGFP_R1_IntensityMean!!R,Channel1_R1_IntensitySum1::EGFP_R1_IntensitySum1!!R,Channel1_R1_IntensityMaximum::EGFP_R1_IntensityMaximum!!R,Channel1_R2_Area::EGFP_R2_Area!!R,Channel1_R2_IntensityMean::EGFP_R2_IntensityMean!!R,Channel1_R2_IntensitySum1::EGFP_R2_IntensitySum1!!R,Channel1_R2_IntensityMaximum::EGFP_R2_IntensityMaximum!!R
14931.1283,,53883.96,775.804416,0,0,26553.28,917.5549898,0,0
14941.1358,,53883.96,768.8878434,0,0,26553.28,906.7645112,0,0
14951.1432,,53883.96,766.2835278,0,0,26553.28,902.871945,0,0
14961.1507,,53883.96,759.174884,0,0,26553.28,892.1563136,0,0
14971.1581,,53883.96,756.2266968,0,0,26553.28,888.1746436,0,0
14981.1656,,53883.96,750.1250784,0,0,26553.28,878.3228106,0,0
14991.1731,,53883.96,745.8323924,0,0,26553.28,874.9376273,0,0
15001.1805,,53883.96,740.2313386,0,0,26553.28,863.8118635,0,0
15011.188,,53883.96,736.6133484,0,0,26553.28,859.0048371,0,0
15021.1954,,53883.96,730.2023585,0,0,26553.28,849.6738798,0,0
15031.2029,,53883.96,725.7662778,0,0,26553.28,844.9050407,0,0
15041.2104,,53883.96,720.5044536,0,0,26553.28,835.482943,0,0
15051.2178,,53883.96,716.3670807,0,0,26553.28,832.6181263,0,0
15061.2253,,53883.96,711.667043,0,0,26553.28,823.5084012,0,0
15071.2327,,53883.96,707.1778949,0,0,26553.28,817.453666,0,0
15081.2402,,53883.96,702.0969765,0,0,26553.28,810.0748473,0,0
15091.2476,,53883.96,698.9074144,0,0,26553.28,805.4432281,0,0
15101.2551,,53883.96,693.9325053,0,0,26553.28,796.1349287,0,0
15111.2626,,53883.96,689.5511228,0,0,26553.28,790.6137984,0,0
15121.27,,53883.96,685.3604316,0,0,26553.28,784.7787678,0,0
15131.2775,,53883.96,681.3761134,0,0,26553.28,780.9070774,0,0
15141.2849,,53883.96,677.427299,0,0,26553.28,774.6278004,0,0
15151.2924,,53883.96,673.0848074,0,0,26553.28,768.1013238,0,0
15161.2999,,53883.96,669.2174131,0,0,26553.28,763.2795316,0,0
15171.3073,,53883.96,665.5833647,0,0,26553.28,757.5015275,0,0
15181.3148,,53883.96,662.2817714,0,0,26553.28,752.020112,0,0
15191.3222,,53883.96,657.9978673,0,0,26553.28,746.4009674,0,0
15201.3297,,53883.96,655.8997616,0,0,26553.28,742.058554,0,0
15211.3372,,53883.96,650.9553381,0,0,26553.28,737.4679226,0,0
15221.3446,,53883.96,648.7221177,0,0,26553.28,732.8668534,0,0
15231.3521,,53883.96,644.3764898,0,0,26553.28,727.8467413,0,0
15241.3595,,53883.96,642.5631665,0,0,26553.28,724.0213849,0,0
15251.367,,53883.96,638.065111,0,0,26553.28,719.4903259,0,0
15261.3744,,53883.96,636.3935516,0,0,26553.28,714.9865071,0,0
15271.3819,,53883.96,631.8461924,0,0,26553.28,710.0218941,0,0
15281.3894,,53883.96,631.0355037,0,0,26553.28,707.575611,0,0
15291.3968,,53883.96,626.5162464,0,0,26553.28,703.0369145,0,0
15301.4043,,53883.96,624.9155689,0,0,26553.28,701.5096741,0,0
15311.4117,,53883.96,621.0639819,0,0,26553.28,695.9786151,0,0
15321.4192,,53883.96,619.8390415,0,0,26553.28,693.3663442,0,0
15331.4267,,53883.96,616.2285786,0,0,26553.28,688.3373218,0,0
15341.4341,,53883.96,615.593652,0,0,26553.28,686.8576884,0,0
15351.4416,,53883.96,611.8064233,0,0,26553.28,682.0949593,0,0
15361.449,,53883.96,610.3703425,0,0,26553.28,680.1392566,0,0
15371.4565,,53883.96,606.9059089,0,0,26553.28,675.822556,0,0
15381.4639,,53883.96,606.48137,0,0,26553.28,674.9220978,0,0
15391.4714,,53883.96,602.705934,0,0,26553.28,670.5824847,0,0
15401.4789,,53883.96,602.126082,0,0,26553.28,669.1524949,0,0
15411.4863,,53883.96,598.8152051,0,0,26553.28,663.7571283,0,0
15421.4938,,53883.96,598.3399824,0,0,26553.28,664.2426171,0,0
15431.5012,,53883.96,595.8423033,0,0,26553.28,659.2492363,0,0
15441.5087,,53883.96,595.0219546,0,0,26553.28,658.7998982,0,0
15451.5162,,53883.96,592.3296951,0,0,26553.28,654.293279,0,0
15461.5236,,53883.96,591.7766905,0,0,26553.28,653.8604888,0,0
15471.5311,,53883.96,590.1921967,0,0,26553.28,654.0575356,0,0
15481.5385,,53883.96,599.6795885,0,0,26553.28,670.8467413,0,0
15491.546,,53883.96,613.8913562,0,0,26553.28,691.0873218,0,0
15501.5535,,53883.96,632.4776063,0,0,26553.28,718.6792261,0,0
15511.5609,,53883.96,650.1721239,0,0,26553.28,743.2907332,0,0
15521.5684,,53883.96,669.1824112,0,0,26553.28,771.5455703,0,0
15531.5758,,53883.96,685.3305733,0,0,26553.28,793.5651731,0,0
15541.5833,,53883.96,702.3211642,0,0,26553.28,818.4725051,0,0
15551.5907,,53883.96,716.0534437,0,0,26553.28,838.7057026,0,0
15561.5982,,53883.96,730.1781458,0,0,26553.28,860.5341141,0,0
15571.6057,,53883.96,741.3278133,0,0,26553.28,876.2074847,0,0
15581.6131,,53883.96,752.6751976,0,0,26553.28,895.1204175,0,0
15591.6206,,53883.96,761.4140008,0,0,26553.28,905.3375764,0,0
15601.628,,53883.96,771.8280015,0,0,26553.28,921.543279,0,0
15611.6355,,53883.96,778.4336972,0,0,26553.28,930.9101324,0,0
15621.643,,53883.96,786.034751,0,0,26553.28,943.6270367,0,0
15631.6504,,53883.96,791.6255175,0,0,26553.28,949.6094705,0,0
15641.6579,,53883.96,797.1933258,0,0,26553.28,959.5468432,0,0
15651.6653,,53883.96,802.0324928,0,0,26553.28,963.9885438,0,0
15661.6728,,53883.96,806.0136746,0,0,26553.28,972.8686354,0,0
15671.6802,,53883.96,809.9513235,0,0,26553.28,975.1115071,0,0
15681.6877,,53883.96,813.7735541,0,0,26553.28,980.5147658,0,0
15691.6952,,53883.96,815.6644085,0,0,26553.28,982.4368635,0,0
15701.7026,,53883.96,817.0158073,0,0,26553.28,985.3892566,0,0
15711.7101,,53883.96,819.2028604,0,0,26553.28,987.1639511,0,0
15721.7175,,53883.96,819.3567934,0,0,26553.28,989.7449084,0,0
15731.725,,53883.96,822.2260695,0,0,26553.28,990.9900713,0,0
15741.7325,,53883.96,821.4459917,0,0,26553.28,991.4712322,0,0
15751.7399,,53883.96,822.7416886,0,0,26553.28,991.2247963,0,0
15761.7474,,53883.96,821.7416886,0,0,26553.28,989.7039206,0,0
15771.7548,,53883.96,820.936269,0,0,26553.28,988.8503055,0,0
15781.7623,,53883.96,818.6749467,0,0,26553.28,986.5481161,0,0
15791.7698,,53883.96,819.753105,0,0,26553.28,985.1410387,0,0
15801.7772,,53883.96,815.9602308,0,0,26553.28,981.1530041,0,0
15811.7847,,53883.96,816.0667419,0,0,26553.28,978.8790733,0,0
15821.7921,,53883.96,811.4142517,0,0,26553.28,972.4590122,0,0
15831.7996,,53883.96,811.567181,0,0,26553.28,971.2716395,0,0
15841.807,,53883.96,806.0040146,0,0,26553.28,964.3851833,0,0
15851.8145,,53883.96,805.1581985,0,0,26553.28,961.1199084,0,0
15861.822,,53883.96,799.060971,0,0,26553.28,952.8345214,0,0
15871.8294,,53883.96,797.8094342,0,0,26553.28,949.6917006,0,0
15881.8369,,53883.96,791.5405846,0,0,26553.28,939.9775967,0,0
15891.8443,,53883.96,789.7446995,0,0,26553.28,938.5308045,0,0
15901.8518,,53883.96,782.1445239,0,0,26553.28,927.063391,0,0
15911.8593,,53883.96,781.2829005,0,0,26553.28,924.5679735,0,0
15921.8667,,53883.96,773.9485635,0,0,26553.28,913.2059572,0,0
15931.8742,,53883.96,771.3853971,0,0,26553.28,911.3991853,0,0
15941.8816,,53883.96,763.8899762,0,0,26553.28,899.7135947,0,0
15951.8891,,53883.96,762.1896876,0,0,26553.28,895.6402749,0,0
15961.8966,,53883.96,754.5005645,0,0,26553.28,884.4014766,0,0
15971.904,,53883.96,751.7455777,0,0,26553.28,880.6657332,0,0
15981.9115,,53883.96,744.5429683,0,0,26553.28,870.6321283,0,0
15991.9189,,53883.96,742.4831263,0,0,26553.28,867.2415988,0,0
16001.9264,,53883.96,735.01794,0,0,26553.28,855.1970468,0,0
16011.9338,,53883.96,732.4574081,0,0,26553.28,852.1087067,0,0
16021.9413,,53883.96,724.8337724,0,0,26553.28,840.6985743,0,0
16031.9488,,53883.96,723.0779074,0,0,26553.28,837.4523931,0,0
16041.9562,,53883.96,716.1683603,0,0,26553.28,827.1616599,0,0
16051.9637,,53883.96,713.3895371,0,0,26553.28,823.4806517,0,0
16061.9711,,53883.96,706.9519508,0,0,26553.28,815.0458248,0,0
16071.9786,,53883.96,704.4374608,0,0,26553.28,810.9893075,0,0
16081.9861,,53883.96,698.3160206,0,0,26553.28,800.3299389,0,0
16091.9935,,53883.96,694.6754485,0,0,26553.28,797.4223523,0,0
16102.001,,53883.96,688.9619872,0,0,26553.28,788.1825356,0,0
16112.0084,,53883.96,685.8540961,0,0,26553.28,785.8996945,0,0
16122.0159,,53883.96,681.1707439,0,0,26553.28,777.0784114,0,0
16132.0233,,53883.96,678.3926734,0,0,26553.28,772.8373218,0,0
16142.0308,,53883.96,673.0067746,0,0,26553.28,765.1346741,0,0
16152.0383,,53883.96,670.8084306,0,0,26553.28,761.9918534,0,0
16162.0457,,53883.96,665.850207,0,0,26553.28,754.0147658,0,0
16172.0532,,53883.96,662.3138878,0,0,26553.28,751.441446,0,0
16182.0606,,53883.96,658.4554008,0,0,26553.28,744.5366599,0,0
16192.0681,,53883.96,654.9643708,0,0,26553.28,741.1275458,0,0
16202.0756,,53883.96,652.0023836,0,0,26553.28,734.7008656,0,0
16212.083,,53883.96,648.5906411,0,0,26553.28,730.1306008,0,0
16222.0905,,53883.96,644.8232342,0,0,26553.28,726.4531568,0,0
16232.0979,,53883.96,641.7173504,0,0,26553.28,721.9478106,0,0
16242.1054,,53883.96,638.7583741,0,0,26553.28,717.1629328,0,0
16252.1129,,53883.96,635.6916322,0,0,26553.28,713.168279,0,0
16262.1203,,53883.96,632.8921089,0,0,26553.28,709.3671079,0,0
16272.1278,,53883.96,629.6621503,0,0,26553.28,705.0779022,0,0
16282.1352,,53883.96,627.4032116,0,0,26553.28,700.2772403,0,0
16292.1427,,53883.96,624.2765023,0,0,26553.28,697.3887475,0,0
16302.1501,,53883.96,621.6467194,0,0,26553.28,693.0677189,0,0
16312.1576,,53883.96,618.9688872,0,0,26553.28,690.2851324,0,0
16322.1651,,53883.96,616.9090453,0,0,26553.28,686.5674644,0,0
16332.1725,,53883.96,613.8658888,0,0,26553.28,683.5791752,0,0
16342.18,,53883.96,612.7977669,0,0,26553.28,680.6023422,0,0
16352.1874,,53883.96,609.4865136,0,0,26553.28,676.7726578,0,0
16362.1949,,53883.96,608.1466566,0,0,26553.28,674.410387,0,0
16372.2024,,53883.96,605.1940785,0,0,26553.28,670.4203157,0,0
16382.2098,,53883.96,604.5218919,0,0,26553.28,668.3604888,0,0
16392.2173,,53883.96,600.9552126,0,0,26553.28,663.9954175,0,0
16402.2247,,53883.96,600.2220549,0,0,26553.28,662.1608961,0,0
16412.2322,,53883.96,597.6306611,0,0,26553.28,659.424389,0,0
16422.2396,,53883.96,596.9050307,0,0,26553.28,658.3187373,0,0
16432.2471,,53883.96,593.5675574,0,0,26553.28,655.0799389,0,0
16442.2546,,53883.96,593.4379626,0,0,26553.28,652.8793279,0,0
16452.262,,53883.96,590.463179,0,0,26553.28,649.1733707,0,0
16462.2695,,53883.96,589.6759503,0,0,26553.28,648.4880346,0,0
16472.2769,,53883.96,588.8199724,0,0,26553.28,650.4027495,0,0
16482.2844,,53883.96,599.0016309,0,0,26553.28,667.5160387,0,0
16492.2919,,53883.96,614.227575,0,0,26553.28,690.1005601,0,0
16502.2993,,53883.96,635.0225819,0,0,26553.28,720.2270876,0,0
16512.3068,,53883.96,652.1391293,0,0,26553.28,745.1840631,0,0
16522.3142,,53883.96,672.9425417,0,0,26553.28,774.3971487,0,0
16532.3217,,53883.96,687.6511103,0,0,26553.28,796.3561609,0,0
16542.3292,,53883.96,706.1381257,0,0,26553.28,822.5850305,0,0
16552.3366,,53883.96,718.0130473,0,0,26553.28,840.7489817,0,0
16562.3441,,53883.96,734.6844812,0,0,26553.28,865.2818228,0,0
16572.3515,,53883.96,744.4697027,0,0,26553.28,878.2556008,0,0
16582.359,,53883.96,758.1075147,0,0,26553.28,899.1364562,0,0
16592.3664,,53883.96,765.3899134,0,0,26553.28,909.3681263,0,0
16602.3739,,53883.96,776.5363192,0,0,26553.28,925.8734725,0,0
16612.3814,,53883.96,781.3631916,0,0,26553.28,932.273167,0,0
16622.3888,,53883.96,790.2782587,0,0,26553.28,947.5779022,0,0
16632.3963,,53883.96,793.7626396,0,0,26553.28,951.7026477,0,0
16642.4037,,53883.96,802.1358675,0,0,26553.28,963.2484725,0,0
16652.4112,,53883.96,804.7055576,0,0,26553.28,965.1143075,0,0
16662.4187,,53883.96,810.2377368,0,0,26553.28,975.8925662,0,0
16672.4261,,53883.96,812.3182788,0,0,26553.28,977.1519857,0,0
16682.4336,,53883.96,816.7396813,0,0,26553.28,984.3709267,0,0
16692.441,,53883.96,816.7482123,0,0,26553.28,984.1899185,0,0
16702.4485,,53883.96,820.4138753,0,0,26553.28,988.6667515,0,0
16712.4559,,53883.96,820.4651863,0,0,26553.28,986.8345214,0,0
16722.4634,,53883.96,823.3853971,0,0,26553.28,992.2545825,0,0
16732.4709,,53883.96,822.6720612,0,0,26553.28,989.9582485,0,0
16742.4783,,53883.96,824.5803538,0,0,26553.28,993.4315173,0,0
16752.4858,,53883.96,823.7385523,0,0,26553.28,990.6886456,0,0
16762.4932,,53883.96,823.4158826,0,0,26553.28,990.2800407,0,0
16772.5007,,53883.96,821.8197215,0,0,26553.28,986.540224,0,0
16782.5082,,53883.96,821.2549241,0,0,26553.28,987.0679735,0,0
16792.5156,,53883.96,819.2197968,0,0,26553.28,981.3032077,0,0
16802.5231,,53883.96,816.9251035,0,0,26553.28,980.9541752,0,0
16812.5305,,53883.96,816.2904278,0,0,26553.28,974.3607434,0,0
16822.538,,53883.96,813.4860118,0,0,26553.28,972.0056008,0,0
16832.5455,,53883.96,811.1605821,0,0,26553.28,966.4251527,0,0
16842.5529,,53883.96,806.9229708,0,0,26553.28,961.2095214,0,0
16852.5604,,53883.96,804.4408481,0,0,26553.28,956.0845214,0,0
16862.5678,,53883.96,798.9030235,0,0,26553.28,948.7589104,0,0
16872.5753,,53883.96,795.7937524,0,0,26553.28,942.7296334,0,0
16882.5827,,53883.96,790.5281646,0,0,26553.28,935.8263747,0,0
16892.5902,,53883.96,788.6823485,0,0,26553.28,930.8668534,0,0
16902.5977,,53883.96,782.267595,0,0,26553.28,924.3604888,0,0
16912.6051,,53883.96,780.1001129,0,0,26553.28,917.6438391,0,0
16922.6126,,53883.96,772.4283026,0,0,26553.28,909.0997963,0,0
16932.62,,53883.96,770.1285911,0,0,26553.28,903.6293279,0,0
16942.6275,,53883.96,762.6912558,0,0,26553.28,894.3296843,0,0
16952.635,,53883.96,760.0139255,0,0,26553.28,887.9345723,0,0
16962.6424,,53883.96,752.2722369,0,0,26553.28,879.0310591,0,0
16972.6499,,53883.96,750.0337473,0,0,26553.28,874.3783096,0,0
16982.6573,,53883.96,742.527161,0,0,26553.28,864.5608452,0,0
16992.6648,,53883.96,740.5387028,0,0,26553.28,859.6117617,0,0
17002.6722,,53883.96,732.9923473,0,0,26553.28,850.0766293,0,0
17012.6797,,53883.96,730.6592648,0,0,26553.28,844.9457739,0,0
17022.6872,,53883.96,722.5651738,0,0,26553.28,834.8592159,0,0
17032.6946,,53883.96,721.091582,0,0,26553.28,830.9101324,0,0
17042.7021,,53883.96,713.1819094,0,0,26553.28,820.4931263,0,0
17052.7095,,53883.96,710.5700665,0,0,26553.28,816.6616599,0,0
17062.717,,53883.96,704.1891858,0,0,26553.28,806.9526477,0,0
17072.7245,,53883.96,702.1231966,0,0,26553.28,804.4587576,0,0
17082.7319,,53883.96,695.6331702,0,0,26553.28,794.0801935,0,0
17092.7394,,53883.96,692.9341362,0,0,26553.28,791.2057026,0,0
17102.7468,,53883.96,686.6930122,0,0,26553.28,782.3093177,0,0
17112.7543,,53883.96,684.4917827,0,0,26553.28,777.6438391,0,0
17122.7618,,53883.96,677.9040271,0,0,26553.28,770.6257637,0,0
17132.7692,,53883.96,676.6130975,0,0,26553.28,766.8421589,0,0
17142.7767,,53883.96,670.7494668,0,0,26553.28,758.8836558,0,0
17152.7841,,53883.96,667.8283779,0,0,26553.28,755.0254582,0,0
17162.7916,,53883.96,662.8091833,0,0,26553.28,747.2693483,0,0
17172.799,,53883.96,661.1055075,0,0,26553.28,745.135947,0,0
17182.8065,,53883.96,656.0116673,0,0,26553.28,737.5644094,0,0
17192.814,,53883.96,653.1521766,0,0,26553.28,736.3711813,0,0
17202.8214,,53883.96,648.8572325,0,0,26553.28,728.3070265,0,0
17212.8289,,53883.96,646.9963618,0,0,26553.28,724.8210285,0,0
17222.8363,,53883.96,642.6468448,0,0,26553.28,718.476833,0,0
17232.8438,,53883.96,640.0560783,0,0,26553.28,716.3449593,0,0
17242.8513,,53883.96,636.3184042,0,0,26553.28,710.7976069,0,0
17252.8587,,53883.96,634.3448752,0,0,26553.28,707.8082994,0,0
17262.8662,,53883.96,630.7664032,0,0,26553.28,702.4574847,0,0
17272.8736,,53883.96,628.380128,0,0,26553.28,699.8447047,0,0
17282.8811,,53883.96,625.2393677,0,0,26553.28,695.1817719,0,0
17292.8886,,53883.96,622.8390415,0,0,26553.28,691.9679226,0,0
17302.896,,53883.96,619.926358,0,0,26553.28,686.9964358,0,0
17312.9035,,53883.96,618.0424037,0,0,26553.28,685.2029022,0,0
17322.9109,,53883.96,615.6539957,0,0,26553.28,680.1084521,0,0
17332.9184,,53883.96,612.743445,0,0,26553.28,678.0305499,0,0
17342.9258,,53883.96,610.7380504,0,0,26553.28,674.2632383,0,0
17352.9333,,53883.96,607.7242504,0,0,26553.28,672.1216904,0,0
17362.9408,,53883.96,606.4353281,0,0,26553.28,667.898167,0,0
17372.9482,,53883.96,604.3733534,0,0,26553.28,665.9297352,0,0
17382.9557,,53883.96,602.2791369,0,0,26553.28,662.5743381,0,0
17392.9631,,53883.96,600.4284281,0,0,26553.28,660.1494399,0,0
17402.9706,,53883.96,598.5796011,0,0,26553.28,657.0916497,0,0
17412.9781,,53883.96,596.557521,0,0,26553.28,654.6216904,0,0
17422.9855,,53883.96,595.5952829,0,0,26553.28,651.8912933,0,0
17432.993,,53883.96,592.6756994,0,0,26553.28,649.9572301,0,0
17443.0004,,53883.96,591.4646845,0,0,26553.28,646.7135947,0,0