Time::Relative Time!!R,Markers::Markers,Channel1_R1_Area::EGFP_R1_Area!!R,Channel1_R1_IntensityMean::EGFP_R1_IntensityMean!!R,Channel1_R1_IntensitySum1::EGFP_R1_IntensitySum1!!R,Channel1_R1_IntensityMaximum::EGFP_R1_IntensityMaximum!!R,Channel1_R2_Area::EGFP_R2_Area!!R,Channel1_R2_IntensityMean::EGFP_R2_IntensityMean!!R,Channel1_R2_IntensitySum1::EGFP_R2_IntensitySum1!!R,Channel1_R2_IntensityMaximum::EGFP_R2_IntensityMaximum!!R,Channel1_R3_Area::EGFP_R3_Area!!R,Channel1_R3_IntensityMean::EGFP_R3_IntensityMean!!R,Channel1_R3_IntensitySum1::EGFP_R3_IntensitySum1!!R,Channel1_R3_IntensityMaximum::EGFP_R3_IntensityMaximum!!R,Channel1_R4_Area::EGFP_R4_Area!!R,Channel1_R4_IntensityMean::EGFP_R4_IntensityMean!!R,Channel1_R4_IntensitySum1::EGFP_R4_IntensitySum1!!R,Channel1_R4_IntensityMaximum::EGFP_R4_IntensityMaximum!!R
14490.8001,,26620.88,1462.461402,0,0,26614.12,1579.767082,0,0,26769.6,1765.374747,0,0,26843.96,1359.843616,0,0
14500.8076,,26620.88,1447.817928,0,0,26614.12,1562.149098,0,0,26769.6,1745.021212,0,0,26843.96,1347.165198,0,0
14510.815,,26620.88,1426.906044,0,0,26614.12,1538.541529,0,0,26769.6,1720.923232,0,0,26843.96,1330.374717,0,0
14520.8225,,26620.88,1412.62773,0,0,26614.12,1520.81077,0,0,26769.6,1699.703788,0,0,26843.96,1317.388315,0,0
14530.83,,26620.88,1393.914931,0,0,26614.12,1498.460249,0,0,26769.6,1674.636111,0,0,26843.96,1298.914127,0,0
14540.8374,,26620.88,1379.22905,0,0,26614.12,1482.399289,0,0,26769.6,1654.368182,0,0,26843.96,1286.647192,0,0
14550.8449,,26620.88,1361.704926,0,0,26614.12,1462.206248,0,0,26769.6,1633.584596,0,0,26843.96,1270.627802,0,0
14560.8523,,26620.88,1348.209751,0,0,26614.12,1446.460757,0,0,26769.6,1612.124747,0,0,26843.96,1259.964996,0,0
14570.8598,,26620.88,1330.86643,0,0,26614.12,1426.447803,0,0,26769.6,1592.297222,0,0,26843.96,1245.214304,0,0
14580.8673,,26620.88,1318.846877,0,0,26614.12,1410.014986,0,0,26769.6,1573.354798,0,0,26843.96,1234.389323,0,0
14590.8747,,26620.88,1300.860081,0,0,26614.12,1391.150622,0,0,26769.6,1552.341414,0,0,26843.96,1220.032486,0,0
14600.8822,,26620.88,1288.430168,0,0,26614.12,1376.94539,0,0,26769.6,1537.230808,0,0,26843.96,1209.151851,0,0
14610.8896,,26620.88,1274.273743,0,0,26614.12,1360.483617,0,0,26769.6,1515.62601,0,0,26843.96,1196.885671,0,0
14620.8971,,26620.88,1263.303961,0,0,26614.12,1345.123698,0,0,26769.6,1498.859596,0,0,26843.96,1186.044825,0,0
14630.9046,,26620.88,1247.717877,0,0,26614.12,1328.487427,0,0,26769.6,1480.173485,0,0,26843.96,1172.243264,0,0
14640.912,,26620.88,1237.347131,0,0,26614.12,1315.616459,0,0,26769.6,1463.579293,0,0,26843.96,1162.872324,0,0
14650.9195,,26620.88,1223.189436,0,0,26614.12,1299.435611,0,0,26769.6,1446.690404,0,0,26843.96,1151.706875,0,0
14660.9269,,26620.88,1212.116049,0,0,26614.12,1286.720345,0,0,26769.6,1432.77702,0,0,26843.96,1141.550995,0,0
14670.9344,,26620.88,1198.508888,0,0,26614.12,1274.192532,0,0,26769.6,1415.232576,0,0,26843.96,1132.970033,0,0
14680.9418,,26620.88,1189.151092,0,0,26614.12,1259.403607,0,0,26769.6,1400.770202,0,0,26843.96,1122.431881,0,0
14690.9493,,26620.88,1176.521331,0,0,26614.12,1245.943104,0,0,26769.6,1385.326768,0,0,26843.96,1113.046084,0,0
14700.9568,,26620.88,1166.781615,0,0,26614.12,1233.224536,0,0,26769.6,1372.273485,0,0,26843.96,1103.402418,0,0
14710.9642,,26620.88,1154.552057,0,0,26614.12,1222.470155,0,0,26769.6,1354.701768,0,0,26843.96,1093.760514,0,0
14720.9717,,26620.88,1147.149568,0,0,26614.12,1209.701041,0,0,26769.6,1344.006313,0,0,26843.96,1086.414002,0,0
14730.9791,,26620.88,1136.662265,0,0,26614.12,1198.959868,0,0,26769.6,1329.031818,0,0,26843.96,1077.887686,0,0
14740.9866,,26620.88,1127.602082,0,0,26614.12,1186.293625,0,0,26769.6,1317.363131,0,0,26843.96,1069.509695,0,0
14750.9941,,26620.88,1117.57288,0,0,26614.12,1177.507747,0,0,26769.6,1304.978535,0,0,26843.96,1062.879879,0,0
14761.0015,,26620.88,1109.21483,0,0,26614.12,1164.691389,0,0,26769.6,1294.793434,0,0,26843.96,1054.258877,0,0
14771.009,,26620.88,1098.958354,0,0,26614.12,1154.733045,0,0,26769.6,1281.087374,0,0,26843.96,1046.723747,0,0
14781.0164,,26620.88,1091.10513,0,0,26614.12,1145.307595,0,0,26769.6,1271.542929,0,0,26843.96,1038.701838,0,0
14791.0239,,26620.88,1083.603606,0,0,26614.12,1136.380493,0,0,26769.6,1257.036869,0,0,26843.96,1033.529841,0,0
14801.0313,,26620.88,1075.512443,0,0,26614.12,1126.646177,0,0,26769.6,1248.605051,0,0,26843.96,1026.719214,0,0
14811.0388,,26620.88,1068.05612,0,0,26614.12,1118.863094,0,0,26769.6,1238.304545,0,0,26843.96,1021.27449,0,0
14821.0463,,26620.88,1060.383951,0,0,26614.12,1109.539751,0,0,26769.6,1230.07702,0,0,26843.96,1013.614203,0,0
14831.0537,,26620.88,1053.2387,0,0,26614.12,1102.131572,0,0,26769.6,1216.853535,0,0,26843.96,1009.721481,0,0
14841.0612,,26620.88,1045.966988,0,0,26614.12,1091.354331,0,0,26769.6,1210.309343,0,0,26843.96,1001.343238,0,0
14851.0686,,26620.88,1038.406298,0,0,26614.12,1085.390653,0,0,26769.6,1200.136869,0,0,26843.96,996.9395618,0,0
14861.0761,,26620.88,1032.401219,0,0,26614.12,1076.937262,0,0,26769.6,1193.531313,0,0,26843.96,990.943591,0,0
14871.0836,,26620.88,1027.783393,0,0,26614.12,1071.628397,0,0,26769.6,1183.27803,0,0,26843.96,987.0007555,0,0
14881.091,,26620.88,1052.879888,0,0,26614.12,1097.107188,0,0,26769.6,1188.585606,0,0,26843.96,1011.305968,0,0
14891.0985,,26620.88,1133.987557,0,0,26614.12,1183.653289,0,0,26769.6,1263.59697,0,0,26843.96,1084.209519,0,0
14901.1059,,26620.88,1242.250889,0,0,26614.12,1303.065024,0,0,26769.6,1403.956818,0,0,26843.96,1182.29514,0,0
14911.1134,,26620.88,1362.301168,0,0,26614.12,1438.356109,0,0,26769.6,1569.647475,0,0,26843.96,1295.747419,0,0
14921.1209,,26620.88,1482.427882,0,0,26614.12,1573.424943,0,0,26769.6,1744.998737,0,0,26843.96,1410.630068,0,0
14931.1283,,26620.88,1600.361351,0,0,26614.12,1708.119126,0,0,26769.6,1911.221717,0,0,26843.96,1517.982624,0,0
14941.1358,,26620.88,1705.410868,0,0,26614.12,1828.617221,0,0,26769.6,2071.945202,0,0,26843.96,1615.802569,0,0
14951.1432,,26620.88,1805.384713,0,0,26614.12,1945.130302,0,0,26769.6,2213.061616,0,0,26843.96,1703.108033,0,0
14961.1507,,26620.88,1890.569578,0,0,26614.12,2041.170434,0,0,26769.6,2343.213636,0,0,26843.96,1776.789977,0,0
14971.1581,,26620.88,1965.357542,0,0,26614.12,2134.239268,0,0,26769.6,2454.445202,0,0,26843.96,1844.834299,0,0
14981.1656,,26620.88,2028.979939,0,0,26614.12,2209.631699,0,0,26769.6,2551.440657,0,0,26843.96,1895.401158,0,0
14991.1731,,26620.88,2086.083037,0,0,26614.12,2281.532131,0,0,26769.6,2632.710606,0,0,26843.96,1942.854445,0,0
15001.1805,,26620.88,2126.654393,0,0,26614.12,2335.372365,0,0,26769.6,2701.920202,0,0,26843.96,1974.727021,0,0
15011.188,,26620.88,2166.8032,0,0,26614.12,2382.557785,0,0,26769.6,2758.32197,0,0,26843.96,2009.361874,0,0
15021.1954,,26620.88,2193.496953,0,0,26614.12,2418.131318,0,0,26769.6,2801.831061,0,0,26843.96,2026.076303,0,0
15031.2029,,26620.88,2219.249111,0,0,26614.12,2454.635255,0,0,26769.6,2834.35,0,0,26843.96,2049.249559,0,0
15041.2104,,26620.88,2231.765363,0,0,26614.12,2471.213868,0,0,26769.6,2861.259343,0,0,26843.96,2056.563586,0,0
15051.2178,,26620.88,2246.07999,0,0,26614.12,2493.672593,0,0,26769.6,2877.630051,0,0,26843.96,2068.348275,0,0
15061.2253,,26620.88,2250.027679,0,0,26614.12,2499.13081,0,0,26769.6,2890.640909,0,0,26843.96,2067.576933,0,0
15071.2327,,26620.88,2257.615541,0,0,26614.12,2509.382017,0,0,26769.6,2897.809343,0,0,26843.96,2074.616973,0,0
15081.2402,,26620.88,2252.542407,0,0,26614.12,2508.676911,0,0,26769.6,2894.964899,0,0,26843.96,2065.634097,0,0
15091.2476,,26620.88,2256.238446,0,0,26614.12,2509.082296,0,0,26769.6,2890.661111,0,0,26843.96,2066.565097,0,0
15101.2551,,26620.88,2245.217877,0,0,26614.12,2499.394209,0,0,26769.6,2879.022727,0,0,26843.96,2055.894485,0,0
15111.2626,,26620.88,2243.632555,0,0,26614.12,2496.456693,0,0,26769.6,2871.570455,0,0,26843.96,2051.885167,0,0
15121.27,,26620.88,2224.988065,0,0,26614.12,2478.247142,0,0,26769.6,2852.690152,0,0,26843.96,2035.682951,0,0
15131.2775,,26620.88,2218.204672,0,0,26614.12,2469.212598,0,0,26769.6,2836.589899,0,0,26843.96,2026.587258,0,0
15141.2849,,26620.88,2200.910868,0,0,26614.12,2448.671831,0,0,26769.6,2812.893939,0,0,26843.96,2011.395366,0,0
15151.2924,,26620.88,2186.802692,0,0,26614.12,2433.787402,0,0,26769.6,2793.325253,0,0,26843.96,1996.332914,0,0
15161.2999,,26620.88,2167.42255,0,0,26614.12,2411.450343,0,0,26769.6,2764.960354,0,0,26843.96,1980.45933,0,0
15171.3073,,26620.88,2152.737684,0,0,26614.12,2393.405385,0,0,26769.6,2742.006313,0,0,26843.96,1966.743893,0,0
15181.3148,,26620.88,2131.248349,0,0,26614.12,2366.665481,0,0,26769.6,2708.89697,0,0,26843.96,1947.942836,0,0
15191.3222,,26620.88,2116.042407,0,0,26614.12,2347.460757,0,0,26769.6,2685.497222,0,0,26843.96,1930.963989,0,0
15201.3297,,26620.88,2091.35094,0,0,26614.12,2319.514097,0,0,26769.6,2649.759596,0,0,26843.96,1911.901788,0,0
15211.3372,,26620.88,2074.584053,0,0,26614.12,2297.405639,0,0,26769.6,2624.960859,0,0,26843.96,1893.619743,0,0
15221.3446,,26620.88,2051.88903,0,0,26614.12,2269.299721,0,0,26769.6,2589.02399,0,0,26843.96,1874.114077,0,0
15231.3521,,26620.88,2032.490858,0,0,26614.12,2242.479045,0,0,26769.6,2558.589899,0,0,26843.96,1853.463611,0,0
15241.3595,,26620.88,2008.1516,0,0,26614.12,2213.500381,0,0,26769.6,2521.32702,0,0,26843.96,1834.299169,0,0
15251.367,,26620.88,1988.994413,0,0,26614.12,2187.562865,0,0,26769.6,2491.539394,0,0,26843.96,1815.670864,0,0
15261.3744,,26620.88,1965.335957,0,0,26614.12,2158.507239,0,0,26769.6,2455.736111,0,0,26843.96,1794.314279,0,0
15271.3819,,26620.88,1944.077958,0,0,26614.12,2134.085344,0,0,26769.6,2425.691919,0,0,26843.96,1775.008562,0,0
15281.3894,,26620.88,1920.807517,0,0,26614.12,2102.552451,0,0,26769.6,2386.706313,0,0,26843.96,1755.230924,0,0
15291.3968,,26620.88,1901.086592,0,0,26614.12,2076.178308,0,0,26769.6,2359.069949,0,0,26843.96,1734.449257,0,0
15301.4043,,26620.88,1877.539106,0,0,26614.12,2047.620015,0,0,26769.6,2320.641919,0,0,26843.96,1714.257366,0,0
15311.4117,,26620.88,1856.649822,0,0,26614.12,2019.652019,0,0,26769.6,2292.796465,0,0,26843.96,1697.105767,0,0
15321.4192,,26620.88,1833.236922,0,0,26614.12,1994.874524,0,0,26769.6,2257.758081,0,0,26843.96,1675.81793,0,0
15331.4267,,26620.88,1812.413662,0,0,26614.12,1965.155702,0,0,26769.6,2228.127778,0,0,26843.96,1655.937044,0,0
15341.4341,,26620.88,1788.257491,0,0,26614.12,1938.680975,0,0,26769.6,2192.702273,0,0,26843.96,1635.537144,0,0
15351.4416,,26620.88,1768.441849,0,0,26614.12,1910.907798,0,0,26769.6,2163.119949,0,0,26843.96,1612.434903,0,0
15361.449,,26620.88,1745.667852,0,0,26614.12,1886.033782,0,0,26769.6,2127.330556,0,0,26843.96,1597.133719,0,0
15371.4565,,26620.88,1726.732098,0,0,26614.12,1859.193294,0,0,26769.6,2101.694697,0,0,26843.96,1578.780156,0,0
15381.4639,,26620.88,1706.756983,0,0,26614.12,1836.403861,0,0,26769.6,2067.005556,0,0,26843.96,1559.66759,0,0
15391.4714,,26620.88,1683.457593,0,0,26614.12,1809.063246,0,0,26769.6,2040.949747,0,0,26843.96,1539.644926,0,0
15401.4789,,26620.88,1663.461402,0,0,26614.12,1785.18923,0,0,26769.6,2009.817677,0,0,26843.96,1523.529841,0,0
15411.4863,,26620.88,1643.514982,0,0,26614.12,1757.989078,0,0,26769.6,1984.205051,0,0,26843.96,1503.527323,0,0
15421.4938,,26620.88,1625.199594,0,0,26614.12,1738.10287,0,0,26769.6,1951.331313,0,0,26843.96,1485.669605,0,0
15431.5012,,26620.88,1604.594972,0,0,26614.12,1712.474219,0,0,26769.6,1927.631061,0,0,26843.96,1467.546965,0,0
15441.5087,,26620.88,1583.054596,0,0,26614.12,1691.166878,0,0,26769.6,1896.988131,0,0,26843.96,1451.030723,0,0
15451.5162,,26620.88,1564.483494,0,0,26614.12,1666.504699,0,0,26769.6,1871.470202,0,0,26843.96,1432.516746,0,0
15461.5236,,26620.88,1546.199086,0,0,26614.12,1646.249174,0,0,26769.6,1841.815909,0,0,26843.96,1415.483002,0,0
15471.5311,,26620.88,1525.019807,0,0,26614.12,1620.759208,0,0,26769.6,1818.568687,0,0,26843.96,1398.407454,0,0
15481.5385,,26620.88,1508.880396,0,0,26614.12,1602.079756,0,0,26769.6,1790.268434,0,0,26843.96,1383.620499,0,0
15491.546,,26620.88,1489.171661,0,0,26614.12,1578.456439,0,0,26769.6,1768.124242,0,0,26843.96,1365.443717,0,0
15501.5535,,26620.88,1472.893347,0,0,26614.12,1559.254255,0,0,26769.6,1742.118687,0,0,26843.96,1351.240242,0,0
15511.5609,,26620.88,1454.876587,0,0,26614.12,1536.672339,0,0,26769.6,1721.65,0,0,26843.96,1333.498363,0,0
15521.5684,,26620.88,1439.812087,0,0,26614.12,1522.175006,0,0,26769.6,1695.226768,0,0,26843.96,1322.000504,0,0
15531.5758,,26620.88,1422.08126,0,0,26614.12,1498.924308,0,0,26769.6,1675.034343,0,0,26843.96,1303.557542,0,0
15541.5833,,26620.88,1406.621635,0,0,26614.12,1480.715265,0,0,26769.6,1652.038636,0,0,26843.96,1290.416016,0,0
15551.5907,,26620.88,1389.601574,0,0,26614.12,1459.22479,0,0,26769.6,1633.212626,0,0,26843.96,1274.54898,0,0
15561.5982,,26620.88,1375.833164,0,0,26614.12,1444.213106,0,0,26769.6,1610.384596,0,0,26843.96,1263.985142,0,0
15571.6057,,26620.88,1359.148553,0,0,26614.12,1422.737871,0,0,26769.6,1589.902525,0,0,26843.96,1248.556787,0,0
15581.6131,,26620.88,1344.149568,0,0,26614.12,1407.297943,0,0,26769.6,1569.081313,0,0,26843.96,1237.174012,0,0
15591.6206,,26620.88,1328.853479,0,0,26614.12,1390.266955,0,0,26769.6,1550.360354,0,0,26843.96,1222.171242,0,0
15601.628,,26620.88,1318.222194,0,0,26614.12,1375.044704,0,0,26769.6,1531.462879,0,0,26843.96,1212.305968,0,0
15611.6355,,26620.88,1300.924327,0,0,26614.12,1355.737363,0,0,26769.6,1514.014141,0,0,26843.96,1197.19995,0,0
15621.643,,26620.88,1289.932199,0,0,26614.12,1342.915672,0,0,26769.6,1495.145455,0,0,26843.96,1187.402669,0,0
15631.6504,,26620.88,1275.527171,0,0,26614.12,1324.547371,0,0,26769.6,1476.639899,0,0,26843.96,1173.59582,0,0
15641.6579,,26620.88,1263.429914,0,0,26614.12,1313.092202,0,0,26769.6,1461.348737,0,0,26843.96,1166.577436,0,0
15651.6653,,26620.88,1249.694769,0,0,26614.12,1296.282195,0,0,26769.6,1445.874747,0,0,26843.96,1153.272224,0,0
15661.6728,,26620.88,1241.479177,0,0,26614.12,1285.342393,0,0,26769.6,1428.830051,0,0,26843.96,1145.002518,0,0
15671.6802,,26620.88,1227.577704,0,0,26614.12,1268.140716,0,0,26769.6,1411.625,0,0,26843.96,1131.722236,0,0
15681.6877,,26620.88,1217.815389,0,0,26614.12,1256.365761,0,0,26769.6,1398.24697,0,0,26843.96,1124.52959,0,0
15691.6952,,26620.88,1204.465211,0,0,26614.12,1242.558547,0,0,26769.6,1383.186111,0,0,26843.96,1113.56686,0,0
15701.7026,,26620.88,1197.34129,0,0,26614.12,1231.131572,0,0,26769.6,1368.280556,0,0,26843.96,1105.941576,0,0
15711.7101,,26620.88,1182.371508,0,0,26614.12,1217.640335,0,0,26769.6,1354.019949,0,0,26843.96,1095.497356,0,0
15721.7175,,26620.88,1175.4774,0,0,26614.12,1206.367793,0,0,26769.6,1339.362121,0,0,26843.96,1087.425334,0,0
15731.725,,26620.88,1163.475368,0,0,26614.12,1196.759462,0,0,26769.6,1326.30303,0,0,26843.96,1078.475951,0,0
15741.7325,,26620.88,1156.182834,0,0,26614.12,1185.195834,0,0,26769.6,1315.105303,0,0,26843.96,1070.415512,0,0
15751.7399,,26620.88,1144.823514,0,0,26614.12,1174.274829,0,0,26769.6,1301.920202,0,0,26843.96,1062.054646,0,0
15761.7474,,26620.88,1136.808532,0,0,26614.12,1162.724155,0,0,26769.6,1290.830303,0,0,26843.96,1054.969025,0,0
15771.7548,,26620.88,1127.195277,0,0,26614.12,1152.638049,0,0,26769.6,1278.025,0,0,26843.96,1047.611181,0,0
15781.7623,,26620.88,1120.165312,0,0,26614.12,1143.95174,0,0,26769.6,1268.804293,0,0,26843.96,1040.62201,0,0
15791.7698,,26620.88,1111.548502,0,0,26614.12,1133.860554,0,0,26769.6,1255.375253,0,0,26843.96,1033.081088,0,0
15801.7772,,26620.88,1105.230574,0,0,26614.12,1125.016256,0,0,26769.6,1247.934848,0,0,26843.96,1026.091665,0,0
15811.7847,,26620.88,1095.082783,0,0,26614.12,1114.754128,0,0,26769.6,1234.591162,0,0,26843.96,1020.00554,0,0
15821.7921,,26620.88,1088.797105,0,0,26614.12,1107.368809,0,0,26769.6,1226.422475,0,0,26843.96,1013.622261,0,0
15831.7996,,26620.88,1081.454292,0,0,26614.12,1099.293625,0,0,26769.6,1215.059848,0,0,26843.96,1007.858222,0,0
15841.807,,26620.88,1073.914424,0,0,26614.12,1090.480315,0,0,26769.6,1207.789394,0,0,26843.96,1001.976328,0,0
15851.8145,,26620.88,1064.637633,0,0,26614.12,1082.84125,0,0,26769.6,1198.239646,0,0,26843.96,996.1478217,0,0
15861.822,,26620.88,1060.586338,0,0,26614.12,1074.84887,0,0,26769.6,1190.815909,0,0,26843.96,990.3339209,0,0
15871.8294,,26620.88,1056.079482,0,0,26614.12,1071.76632,0,0,26769.6,1178.555808,0,0,26843.96,987.260136,0,0
15881.8369,,26620.88,1089.085576,0,0,26614.12,1099.962408,0,0,26769.6,1190.141414,0,0,26843.96,1015.587761,0,0
15891.8443,,26620.88,1177.750889,0,0,26614.12,1192.337059,0,0,26769.6,1271.943434,0,0,26843.96,1090.820448,0,0
15901.8518,,26620.88,1295.081513,0,0,26614.12,1316.732283,0,0,26769.6,1418.534596,0,0,26843.96,1193.912616,0,0
15911.8593,,26620.88,1421.794058,0,0,26614.12,1453.955804,0,0,26769.6,1584.655556,0,0,26843.96,1308.988164,0,0
15921.8667,,26620.88,1548.981717,0,0,26614.12,1590.895098,0,0,26769.6,1761.711869,0,0,26843.96,1421.067993,0,0
15931.8742,,26620.88,1669.375317,0,0,26614.12,1726.83109,0,0,26769.6,1928.437879,0,0,26843.96,1529.516998,0,0
15941.8816,,26620.88,1781.225749,0,0,26614.12,1849.02286,0,0,26769.6,2092.696465,0,0,26843.96,1626.604382,0,0
15951.8891,,26620.88,1882.291011,0,0,26614.12,1963.08001,0,0,26769.6,2232.755051,0,0,26843.96,1713.37925,0,0
15961.8966,,26620.88,1970.833164,0,0,26614.12,2060.684531,0,0,26769.6,2360.008333,0,0,26843.96,1784.397381,0,0
15971.904,,26620.88,2048.415439,0,0,26614.12,2152.842266,0,0,26769.6,2464.639899,0,0,26843.96,1851.959708,0,0
15981.9115,,26620.88,2115.708228,0,0,26614.12,2225.580645,0,0,26769.6,2567.454545,0,0,26843.96,1899.956182,0,0
15991.9189,,26620.88,2170.03225,0,0,26614.12,2297.322835,0,0,26769.6,2640.45,0,0,26843.96,1948.974062,0,0
16001.9264,,26620.88,2217.792534,0,0,26614.12,2348.378715,0,0,26769.6,2713.807323,0,0,26843.96,1981.653236,0,0
16011.9338,,26620.88,2258.085069,0,0,26614.12,2399.358649,0,0,26769.6,2764.876515,0,0,26843.96,2015.206245,0,0
16021.9413,,26620.88,2284.363128,0,0,26614.12,2433.809754,0,0,26769.6,2811.160859,0,0,26843.96,2032.057668,0,0
16031.9488,,26620.88,2312.042153,0,0,26614.12,2463.578359,0,0,26769.6,2838.529798,0,0,26843.96,2050.678922,0,0
16041.9562,,26620.88,2326.049771,0,0,26614.12,2481.673863,0,0,26769.6,2865.805051,0,0,26843.96,2059.619995,0,0
16051.9637,,26620.88,2342.671407,0,0,26614.12,2499.546101,0,0,26769.6,2875.629293,0,0,26843.96,2067.783682,0,0
16061.9711,,26620.88,2344.856018,0,0,26614.12,2504.628143,0,0,26769.6,2890.243434,0,0,26843.96,2069.053135,0,0
16071.9786,,26620.88,2352.728796,0,0,26614.12,2516.557531,0,0,26769.6,2890.090909,0,0,26843.96,2074.456308,0,0
16081.9861,,26620.88,2350.311326,0,0,26614.12,2509.907798,0,0,26769.6,2894.299242,0,0,26843.96,2066.547973,0,0
16091.9935,,26620.88,2346.289487,0,0,26614.12,2512.384049,0,0,26769.6,2885.377273,0,0,26843.96,2064.333165,0,0
16102.001,,26620.88,2338.07288,0,0,26614.12,2500.748031,0,0,26769.6,2876.427273,0,0,26843.96,2052.015613,0,0
16112.0084,,26620.88,2334.194007,0,0,26614.12,2493.854458,0,0,26769.6,2859.988636,0,0,26843.96,2049.338706,0,0
16122.0159,,26620.88,2319.223972,0,0,26614.12,2479.050038,0,0,26769.6,2845.112121,0,0,26843.96,2035.333165,0,0
16132.0233,,26620.88,2309.386998,0,0,26614.12,2468.728727,0,0,26769.6,2823.621717,0,0,26843.96,2025.836061,0,0
16142.0308,,26620.88,2293.260792,0,0,26614.12,2443.997714,0,0,26769.6,2803.134091,0,0,26843.96,2008.452531,0,0
16152.0383,,26620.88,2281.553327,0,0,26614.12,2432.438151,0,0,26769.6,2782.022727,0,0,26843.96,1995.978847,0,0
16162.0457,,26620.88,2260.227273,0,0,26614.12,2406.259843,0,0,26769.6,2758.794949,0,0,26843.96,1977.700579,0,0
